0.01	-1.0000008100692168
0.11	-0.9999680238768307
0.21000000000000002	-0.999867627156014
0.31000000000000005	-0.9997030015070002
0.41000000000000003	-0.999474495089329
0.51	-0.9991822391370656
0.6100000000000001	-0.9988263117064963
0.7100000000000001	-0.998406773658397
0.81	-0.99792368125259
0.91	-0.9973770913194202
1.01	-0.9967670632756526
1.11	-0.9960936606759018
1.2100000000000002	-0.9953569513782335
1.31	-0.9945570087033399
1.4100000000000001	-0.9936939113791482
1.51	-0.9927677436025235
1.61	-0.9917785953055674
1.7100000000000002	-0.9907265620613598
1.81	-0.9896117452777083
1.9100000000000001	-0.988434252194373
2.01	-0.987194195938373
2.11	-0.9858916953769172
2.21	-0.9845268752229948
2.31	-0.9830998661858739
2.41	-0.9816108047901635
2.51	-0.9800598335628122
2.61	-0.9784471007721942
2.71	-0.9767727603450358
2.81	-0.9750369723008975
2.91	-0.9732399025288585
3.01	-0.9713817224408114
3.11	-0.9694626093265417
3.21	-0.9674827464277144
3.31	-0.9654423226013448
3.41	-0.9633415323118303
3.51	-0.9611805759814234
3.61	-0.9589596597330862
3.71	-0.9566789948853924
3.81	-0.9543387983569106
3.91	-0.9519392933366598
4.01	-0.9494807089698465
4.11	-0.9469632799632062
4.21	-0.9443872461903459
4.31	-0.9417528523051979
4.41	-0.9390603481963768
4.51	-0.9363099901522169
4.61	-0.9335020405896276
4.71	-0.9306367674980605
4.8100000000000005	-0.9277144438834258
4.91	-0.9247353472172056
5.01	-0.9216997595485218
5.11	-0.9186079690984303
5.21	-0.9154602703622359
5.3100000000000005	-0.9122569634674261
5.41	-0.9089983535221515
5.51	-0.9056847499637436
5.61	-0.9023164662300022
5.71	-0.8988938212919991
5.8100000000000005	-0.8954171404453112
5.91	-0.8918867546812117
6.01	-0.8883029999817372
6.11	-0.8846662166147528
6.21	-0.8809767485128103
6.3100000000000005	-0.8772349441911864
6.41	-0.8734411583820799
6.51	-0.8695957516092341
6.61	-0.8656990894163771
6.71	-0.8617515415955663
6.8100000000000005	-0.8577534814590339
6.91	-0.8537052863810847
7.01	-0.8496073391585874
7.11	-0.845460027768357
7.21	-0.8412637450894079
7.3100000000000005	-0.8370188886389511
7.41	-0.8327258603083931
7.51	-0.828385066099332
7.61	-0.8239969158932239
7.71	-0.8195618242411079
7.8100000000000005	-0.8150802104969801
7.91	-0.8105524977742267
8.01	-0.8059791130464218
8.11	-0.8013604873208201
8.21	-0.7966970558118489
8.31	-0.791989258114601
8.41	-0.7872375383710358
8.51	-0.7824423449120345
8.61	-0.7776041295794709
8.71	-0.7727233480341595
8.81	-0.7678004597656597
8.91	-0.762835928054287
9.01	-0.7578302199331243
9.11	-0.7527838061500332
9.21	-0.747697161129248
9.31	-0.7425707628751372
9.41	-0.7374050928912406
9.51	-0.7322006362462024
9.610000000000001	-0.7269578815107306
9.71	-0.7216773206769904
9.81	-0.7163594490779974
9.91	-0.7110047653070117
10.01	-0.7056137711369065
10.110000000000001	-0.7001869714386832
10.21	-0.6947248742137186
10.31	-0.6892279906624176
10.41	-0.6836968351017099
10.51	-0.6781319248653592
10.610000000000001	-0.6725337802042731
10.71	-0.6669029241868122
10.81	-0.661239882599098
10.91	-0.6555451838747925
11.01	-0.6498193591839475
11.110000000000001	-0.6440629424349116
11.21	-0.6382764701857111
11.31	-0.632460481557681
11.41	-0.6266155181490974
11.51	-0.62074212394881
11.610000000000001	-0.6148408452498733
11.71	-0.6089122305545214
11.81	-0.6029568305411848
11.91	-0.5969751981863789
12.01	-0.5909678887141008
12.110000000000001	-0.5849354594980738
12.21	-0.5788784699639776
12.31	-0.5727974814916782
12.41	-0.566693057317458
12.51	-0.5605657624362465
12.610000000000001	-0.554416163504069
12.71	-0.5482448288047826
12.81	-0.5420523283689632
12.91	-0.5358392339241413
13.01	-0.5296061188049178
13.110000000000001	-0.5233535578687674
13.21	-0.5170821274118425
13.31	-0.5107924050847765
13.41	-0.5044849698084882
13.51	-0.4981604016899849
13.610000000000001	-0.49181928193999974
13.71	-0.4854621928578597
13.81	-0.47908971787119836
13.91	-0.47270244146836765
14.01	-0.46630094911907705
14.110000000000001	-0.4598858271958092
14.21	-0.4534576628952365
14.31	-0.44701704415963606
14.41	-0.44056455959830687
14.51	-0.4341007984089853
14.610000000000001	-0.42762635030860635
14.71	-0.42114180554720465
14.81	-0.4146477548736862
14.91	-0.4081447894521327
15.01	-0.4016335007923904
15.110000000000001	-0.3951144806807829
15.21	-0.38858832111082353
15.31	-0.38205561421392614
15.41	-0.37551695219011827
15.51	-0.3689729272387613
15.610000000000001	-0.36242413150907693
15.71	-0.35587115708812656
15.81	-0.34931459590899155
15.91	-0.34275503968097665
16.01	-0.33619307982956176
16.110000000000003	-0.32962930743635477
16.21	-0.32306431317904344
16.310000000000002	-0.3164986872713474
16.410000000000004	-0.3099330194029714
16.51	-0.30336789868027714
16.610000000000003	-0.29680391359271135
16.71	-0.2902416519394545
16.810000000000002	-0.2836817007208048
16.910000000000004	-0.27712464608437654
17.01	-0.27057107327514485
17.110000000000003	-0.2640215665854897
17.21	-0.2574767093052426
17.310000000000002	-0.25093708367172946
17.410000000000004	-0.2444032708198176
17.51	-0.23787585072772172
17.610000000000003	-0.23135540211345387
17.71	-0.22484250237157002
17.810000000000002	-0.21833772753704822
17.910000000000004	-0.21184165222586063
18.01	-0.2053548495760671
18.110000000000003	-0.1988778911913337
18.21	-0.1924113470699924
18.310000000000002	-0.18595578554831083
18.410000000000004	-0.17951177325169754
18.51	-0.17307987504734154
18.610000000000003	-0.16666065398541688
