0.000;-0.00000000;0.97553816;0.72152950;1.01153320;0.86803279;1.02594028;0.92892464;1.02863205;0.95946497;1.02660766;0.97640205;1.02313405;0.98647303;1.01960408;0.99279219;1.01653573;0.99692858;1.01405580;0.99972585;1.01213016;1.00166392;1.01067028;1.00303024;1.00957992;1.00400516;1.00877328;1.00470647;1.00818021;1.00521362;1.00774594;1.00558152;1.00742884;1.00584886;1.00719783;1.00604317;1.00702992;1.00618424;1.00690825;1.00628633;1.00682056;1.00635969;1.00675798;1.00641171;1.00671416;1.00644758;1.00668468;1.00647091;1.00666654;1.00648403;1.00665791;1.00648826;1.00665791;1.00648403;1.00666654;1.00647091;1.00668468;1.00644758;1.00671416;1.00641171;1.00675798;1.00635969;1.00682056;1.00628633;1.00690825;1.00618424;1.00702992;1.00604317;1.00719783;1.00584886;1.00742884;1.00558152;1.00774594;1.00521362;1.00818021;1.00470647;1.00877328;1.00400516;1.00957992;1.00303024;1.01067028;1.00166392;1.01213016;0.99972585;1.01405580;0.99692858;1.01653573;0.99279219;1.01960408;0.98647303;1.02313405;0.97640205;1.02660766;0.95946497;1.02863205;0.92892464;1.02594028;0.86803279;1.01153320;0.72152950;0.97553816;-0.00000000
0.500;-0.00000000;0.97553816;0.72152950;1.01153320;0.86803279;1.02594028;0.92892464;1.02863205;0.95946497;1.02660766;0.97640205;1.02313405;0.98647303;1.01960408;0.99279219;1.01653573;0.99692858;1.01405580;0.99972585;1.01213016;1.00166392;1.01067028;1.00303024;1.00957992;1.00400516;1.00877328;1.00470647;1.00818021;1.00521362;1.00774594;1.00558152;1.00742884;1.00584886;1.00719783;1.00604317;1.00702992;1.00618424;1.00690825;1.00628633;1.00682056;1.00635969;1.00675798;1.00641171;1.00671416;1.00644758;1.00668468;1.00647091;1.00666654;1.00648308;1.00665867;1.00610182;1.00665867;1.00648308;1.00666654;1.00647091;1.00668468;1.00644758;1.00671416;1.00641171;1.00675798;1.00635969;1.00682056;1.00628633;1.00690825;1.00618424;1.00702992;1.00604317;1.00719783;1.00584886;1.00742884;1.00558152;1.00774594;1.00521362;1.00818021;1.00470647;1.00877328;1.00400516;1.00957992;1.00303024;1.01067028;1.00166392;1.01213016;0.99972585;1.01405580;0.99692858;1.01653573;0.99279219;1.01960408;0.98647303;1.02313405;0.97640205;1.02660766;0.95946497;1.02863205;0.92892464;1.02594028;0.86803279;1.01153320;0.72152950;0.97553816;-0.00000000
1.000;-0.00000000;0.97553816;0.72152950;1.01153320;0.86803279;1.02594028;0.92892464;1.02863205;0.95946497;1.02660766;0.97640205;1.02313405;0.98647303;1.01960408;0.99279219;1.01653573;0.99692858;1.01405580;0.99972585;1.01213016;1.00166392;1.01067028;1.00303024;1.00957992;1.00400516;1.00877328;1.00470647;1.00818021;1.00521362;1.00774594;1.00558152;1.00742884;1.00584886;1.00719783;1.00604317;1.00702992;1.00618424;1.00690825;1.00628633;1.00682056;1.00635969;1.00675798;1.00641171;1.00671416;1.00644758;1.00668468;1.00647077;1.00666710;1.00645693;1.00687513;1.00391763;1.00687513;1.00645693;1.00666710;1.00647077;1.00668468;1.00644758;1.00671416;1.00641171;1.00675798;1.00635969;1.00682056;1.00628633;1.00690825;1.00618424;1.00702992;1.00604317;1.00719783;1.00584886;1.00742884;1.00558152;1.00774594;1.00521362;1.00818021;1.00470647;1.00877328;1.00400516;1.00957992;1.00303024;1.01067028;1.00166392;1.01213016;0.99972585;1.01405580;0.99692858;1.01653573;0.99279219;1.01960408;0.98647303;1.02313405;0.97640205;1.02660766;0.95946497;1.02863205;0.92892464;1.02594028;0.86803279;1.01153320;0.72152950;0.97553816;-0.00000000
1.500;-0.00000000;0.97553816;0.72152950;1.01153320;0.86803279;1.02594028;0.92892464;1.02863205;0.95946497;1.02660766;0.97640205;1.02313405;0.98647303;1.01960408;0.99279219;1.01653573;0.99692858;1.01405580;0.99972585;1.01213016;1.00166392;1.01067028;1.00303024;1.00957992;1.00400516;1.00877328;1.00470647;1.00818021;1.00521362;1.00774594;1.00558152;1.00742884;1.00584886;1.00719783;1.00604317;1.00702992;1.00618424;1.00690825;1.00628633;1.00682056;1.00635969;1.00675798;1.00641171;1.00671416;1.00644756;1.00668476;1.00646881;1.00668204;1.00630258;1.00828177;0.99989233;1.00828177;1.00630258;1.00668204;1.00646881;1.00668476;1.00644756;1.00671416;1.00641171;1.00675798;1.00635969;1.00682056;1.00628633;1.00690825;1.00618424;1.00702992;1.00604317;1.00719783;1.00584886;1.00742884;1.00558152;1.00774594;1.00521362;1.00818021;1.00470647;1.00877328;1.00400516;1.00957992;1.00303024;1.01067028;1.00166392;1.01213016;0.99972585;1.01405580;0.99692858;1.01653573;0.99279219;1.01960408;0.98647303;1.02313405;0.97640205;1.02660766;0.95946497;1.02863205;0.92892464;1.02594028;0.86803279;1.01153320;0.72152950;0.97553816;-0.00000000
2.000;-0.00000000;0.97553816;0.72152950;1.01153320;0.86803279;1.02594028;0.92892464;1.02863205;0.95946497;1.02660766;0.97640205;1.02313405;0.98647303;1.01960408;0.99279219;1.01653573;0.99692858;1.01405580;0.99972585;1.01213016;1.00166392;1.01067028;1.00303024;1.00957992;1.00400516;1.00877328;1.00470647;1.00818021;1.00521362;1.00774594;1.00558152;1.00742884;1.00584886;1.00719783;1.00604317;1.00702992;1.00618424;1.00690825;1.00628633;1.00682056;1.00635969;1.00675798;1.00641170;1.00671417;1.00644741;1.00668591;1.00645641;1.00678188;1.00564170;1.01163604;0.99470763;1.01163604;1.00564170;1.00678188;1.00645641;1.00668591;1.00644741;1.00671417;1.00641170;1.00675798;1.00635969;1.00682056;1.00628633;1.00690825;1.00618424;1.00702992;1.00604317;1.00719783;1.00584886;1.00742884;1.00558152;1.00774594;1.00521362;1.00818021;1.00470647;1.00877328;1.00400516;1.00957992;1.00303024;1.01067028;1.00166392;1.01213016;0.99972585;1.01405580;0.99692858;1.01653573;0.99279219;1.01960408;0.98647303;1.02313405;0.97640205;1.02660766;0.95946497;1.02863205;0.92892464;1.02594028;0.86803279;1.01153320;0.72152950;0.97553816;-0.00000000
2.500;-0.00000000;0.97553816;0.72152950;1.01153320;0.86803279;1.02594028;0.92892464;1.02863205;0.95946497;1.02660766;0.97640205;1.02313405;0.98647303;1.01960408;0.99279219;1.01653573;0.99692858;1.01405580;0.99972585;1.01213016;1.00166392;1.01067028;1.00303024;1.00957992;1.00400516;1.00877328;1.00470647;1.00818021;1.00521362;1.00774594;1.00558152;1.00742884;1.00584886;1.00719783;1.00604317;1.00702992;1.00618424;1.00690825;1.00628633;1.00682056;1.00635969;1.00675798;1.00641169;1.00671426;1.00644636;1.00669363;1.00639869;1.00714967;1.00335830;1.01659865;0.98913678;1.01659865;1.00335830;1.00714967;1.00639869;1.00669363;1.00644636;1.00671426;1.00641169;1.00675798;1.00635969;1.00682056;1.00628633;1.00690825;1.00618424;1.00702992;1.00604317;1.00719783;1.00584886;1.00742884;1.00558152;1.00774594;1.00521362;1.00818021;1.00470647;1.00877328;1.00400516;1.00957992;1.00303024;1.01067028;1.00166392;1.01213016;0.99972585;1.01405580;0.99692858;1.01653573;0.99279219;1.01960408;0.98647303;1.02313405;0.97640205;1.02660766;0.95946497;1.02863205;0.92892464;1.02594028;0.86803279;1.01153320;0.72152950;0.97553816;-0.00000000
3.000;-0.00000000;0.97553816;0.72152950;1.01153320;0.86803279;1.02594028;0.92892464;1.02863205;0.95946497;1.02660766;0.97640205;1.02313405;0.98647303;1.01960408;0.99279219;1.01653573;0.99692858;1.01405580;0.99972585;1.01213016;1.00166392;1.01067028;1.00303024;1.00957992;1.00400516;1.00877328;1.00470647;1.00818021;1.00521362;1.00774594;1.00558152;1.00742884;1.00584886;1.00719783;1.00604317;1.00702992;1.00618424;1.00690825;1.00628633;1.00682056;1.00635969;1.00675798;1.00641160;1.00671489;1.00644121;1.00672690;1.00619244;1.00831849;0.99841305;1.02261664;0.98373836;1.02261664;0.99841305;1.00831849;1.00619244;1.00672690;1.00644121;1.00671489;1.00641160;1.00675798;1.00635969;1.00682056;1.00628633;1.00690825;1.00618424;1.00702992;1.00604317;1.00719783;1.00584886;1.00742884;1.00558152;1.00774594;1.00521362;1.00818021;1.00470647;1.00877328;1.00400516;1.00957992;1.00303024;1.01067028;1.00166392;1.01213016;0.99972585;1.01405580;0.99692858;1.01653573;0.99279219;1.01960408;0.98647303;1.02313405;0.97640205;1.02660766;0.95946497;1.02863205;0.92892464;1.02594028;0.86803279;1.01153320;0.72152950;0.97553816;-0.00000000
3.500;-0.00000000;0.97553816;0.72152950;1.01153320;0.86803279;1.02594028;0.92892464;1.02863205;0.95946497;1.02660766;0.97640205;1.02313405;0.98647303;1.01960408;0.99279219;1.01653573;0.99692858;1.01405580;0.99972585;1.01213016;1.00166392;1.01067028;1.00303024;1.00957992;1.00400516;1.00877328;1.00470647;1.00818021;1.00521362;1.00774594;1.00558152;1.00742884;1.00584886;1.00719783;1.00604317;1.00702992;1.00618424;1.00690825;1.00628633;1.00682056;1.00635969;1.00675804;1.00641114;1.00671788;1.00642130;1.00684594;1.00564430;1.01158882;0.99074753;1.02933822;0.97870186;1.02933822;0.99074753;1.01158882;1.00564430;1.00684594;1.00642130;1.00671788;1.00641114;1.00675804;1.00635969;1.00682056;1.00628633;1.00690825;1.00618424;1.00702992;1.00604317;1.00719783;1.00584886;1.00742884;1.00558152;1.00774594;1.00521362;1.00818021;1.00470647;1.00877328;1.00400516;1.00957992;1.00303024;1.01067028;1.00166392;1.01213016;0.99972585;1.01405580;0.99692858;1.01653573;0.99279219;1.01960408;0.98647303;1.02313405;0.97640205;1.02660766;0.95946497;1.02863205;0.92892464;1.02594028;0.86803279;1.01153320;0.72152950;0.97553816;-0.00000000
4.000;-0.00000000;0.97553816;0.72152950;1.01153320;0.86803279;1.02594028;0.92892464;1.02863205;0.95946497;1.02660766;0.97640205;1.02313405;0.98647303;1.01960408;0.99279219;1.01653573;0.99692858;1.01405580;0.99972585;1.01213016;1.00166392;1.01067028;1.00303024;1.00957992;1.00400516;1.00877328;1.00470647;1.00818021;1.00521362;1.00774594;1.00558152;1.00742884;1.00584886;1.00719783;1.00604317;1.00702992;1.00618424;1.00690825;1.00628633;1.00682056;1.00635964;1.00675830;1.00640924;1.00672948;1.00635965;1.00721755;1.00431744;1.01770537;0.98111895;1.03656990;0.97385418;1.03656990;0.98111895;1.01770537;1.00431744;1.00721755;1.00635965;1.00672948;1.00640924;1.00675830;1.00635964;1.00682056;1.00628633;1.00690825;1.00618424;1.00702992;1.00604317;1.00719783;1.00584886;1.00742884;1.00558152;1.00774594;1.00521362;1.00818021;1.00470647;1.00877328;1.00400516;1.00957992;1.00303024;1.01067028;1.00166392;1.01213016;0.99972585;1.01405580;0.99692858;1.01653573;0.99279219;1.01960408;0.98647303;1.02313405;0.97640205;1.02660766;0.95946497;1.02863205;0.92892464;1.02594028;0.86803279;1.01153320;0.72152950;0.97553816;-0.00000000
4.500;-0.00000000;0.97553816;0.72152950;1.01153320;0.86803279;1.02594028;0.92892464;1.02863205;0.95946497;1.02660766;0.97640205;1.02313405;0.98647303;1.01960408;0.99279219;1.01653573;0.99692858;1.01405580;0.99972585;1.01213016;1.00166392;1.01067028;1.00303024;1.00957992;1.00400516;1.00877328;1.00470647;1.00818021;1.00521362;1.00774594;1.00558152;1.00742884;1.00584886;1.00719783;1.00604317;1.00702992;1.00618424;1.00690825;1.00628632;1.00682059;1.00635946;1.00675941;1.00640269;1.00676830;1.00619354;1.00819698;1.00103091;1.02584604;0.97084975;1.04420486;0.96879780;1.04420486;0.97084975;1.02584604;1.00103091;1.00819698;1.00619354;1.00676830;1.00640269;1.00675941;1.00635946;1.00682059;1.00628632;1.00690825;1.00618424;1.00702992;1.00604317;1.00719783;1.00584886;1.00742884;1.00558152;1.00774594;1.00521362;1.00818021;1.00470647;1.00877328;1.00400516;1.00957992;1.00303024;1.01067028;1.00166392;1.01213016;0.99972585;1.01405580;0.99692858;1.01653573;0.99279219;1.01960408;0.98647303;1.02313405;0.97640205;1.02660766;0.95946497;1.02863205;0.92892464;1.02594028;0.86803279;1.01153320;0.72152950;0.97553816;-0.00000000
