0.00;    0.000015
2.50;    0.000018
5.00;    0.000016
7.50;    0.000016
10.00;    0.000011
12.50;    0.000017
15.00;    0.000022
17.50;    0.000029
20.00;    0.000053
22.50;    0.000058
25.00;    0.000060
27.50;    0.000071
30.00;    0.000092
32.50;    0.000123
35.00;    0.000137
37.50;    0.000152
40.00;    0.000153
42.50;    0.000166
45.00;    0.000129
47.50;    0.000190
50.00;    0.000191
