0.000;0.82403409;1.05824049;0.84811813;1.07455295;0.85947992;1.08428938;0.86663148;1.09099593;0.87161007;1.09588506;0.87525386;1.09955159;0.87799867;1.10234559;0.88010366;1.10449572;0.88173689;1.10616101;0.88301397;1.10745647;0.88401781;1.10846740;0.88480967;1.10925816;0.88543581;1.10987781;0.88593168;1.11036407;0.88632478;1.11074610;0.88663660;1.11104653;0.88688404;1.11128299;0.88708040;1.11146922;0.88723624;1.11161600;0.88735991;1.11173173;0.88745804;1.11182303;0.88753588;1.11189508;0.88759763;1.11195196;0.88764660;1.11199689;0.88768543;1.11203238;0.88771621;1.11206042;0.88774061;1.11208258;0.88775995;1.11210010;0.88777527;1.11211395;0.88778741;1.11212490;0.88779703;1.11213356;0.88780465;1.11214042;0.88781069;1.11214583;0.88781547;1.11215012;0.88781926;1.11215352;0.88782225;1.11215620;0.88782463;1.11215833;0.88782651;1.11216001;0.88782801;1.11216135;0.88782919;1.11216240;0.88783013;1.11216325;0.88783088;1.11216392;0.88783148;1.11216445;0.88783196;1.11216488;0.88783234;1.11216523;0.88783266;1.11216552;0.88783292;1.11216576;0.88783314;1.11216596;0.88783333;1.11216615;0.88783351;1.11216632;0.88783368;1.11216649;0.88783385;1.11216667;0.88783404;1.11216686;0.88783424;1.11216708;0.88783448;1.11216734;0.88783477;1.11216766;0.88783512;1.11216804;0.88783555;1.11216852;0.88783608;1.11216912;0.88783675;1.11216987;0.88783760;1.11217081;0.88783865;1.11217199;0.88783999;1.11217349;0.88784167;1.11217537;0.88784380;1.11217775;0.88784648;1.11218074;0.88784988;1.11218453;0.88785417;1.11218931;0.88785958;1.11219535;0.88786644;1.11220297;0.88787510;1.11221259;0.88788605;1.11222473;0.88789990;1.11224005;0.88791742;1.11225939;0.88793958;1.11228379;0.88796762;1.11231457;0.88800311;1.11235340;0.88804804;1.11240237;0.88810492;1.11246412;0.88817697;1.11254196;0.88826827;1.11264009;0.88838400;1.11276376;0.88853078;1.11291960;0.88871701;1.11311596;0.88895347;1.11336340;0.88925390;1.11367522;0.88963593;1.11406832;0.89012219;1.11456419;0.89074184;1.11519033;0.89153259;1.11598219;0.89254353;1.11698603;0.89383899;1.11826311;0.89550428;1.11989634;0.89765441;1.12200133;0.90044841;1.12474614;0.90411494;1.12838993;0.90900407;1.13336852;0.91571062;1.14052008;0.92544705;1.15188187;0.94175951;1.17596591
0.500;0.82403409;1.05824049;0.84811813;1.07455295;0.85947992;1.08428938;0.86663148;1.09099593;0.87161007;1.09588506;0.87525386;1.09955159;0.87799867;1.10234559;0.88010366;1.10449572;0.88173689;1.10616101;0.88301397;1.10745647;0.88401781;1.10846741;0.88480967;1.10925816;0.88543581;1.10987781;0.88593168;1.11036407;0.88632478;1.11074610;0.88663660;1.11104653;0.88688404;1.11128299;0.88708040;1.11146922;0.88723624;1.11161600;0.88735991;1.11173173;0.88745804;1.11182303;0.88753588;1.11189508;0.88759763;1.11195196;0.88764660;1.11199689;0.88768543;1.11203238;0.88771621;1.11206042;0.88774061;1.11208258;0.88775995;1.11210010;0.88777527;1.11211395;0.88778741;1.11212490;0.88779703;1.11213356;0.88780465;1.11214042;0.88781069;1.11214583;0.88781547;1.11215012;0.88781926;1.11215352;0.88782225;1.11215620;0.88782463;1.11215833;0.88782651;1.11216001;0.88782801;1.11216135;0.88782919;1.11216240;0.88783013;1.11216325;0.88783088;1.11216392;0.88783148;1.11216445;0.88783196;1.11216488;0.88783234;1.11216523;0.88783266;1.11216552;0.88783292;1.11216576;0.88783314;1.11216600;0.88783370;1.11217737;0.88803548;1.11368035;0.88631965;1.11196452;0.88782263;1.11216630;0.88783400;1.11216686;0.88783424;1.11216708;0.88783448;1.11216734;0.88783477;1.11216766;0.88783512;1.11216804;0.88783555;1.11216852;0.88783608;1.11216912;0.88783675;1.11216987;0.88783760;1.11217081;0.88783865;1.11217199;0.88783999;1.11217349;0.88784167;1.11217537;0.88784380;1.11217775;0.88784648;1.11218074;0.88784988;1.11218453;0.88785417;1.11218931;0.88785958;1.11219535;0.88786644;1.11220297;0.88787510;1.11221259;0.88788605;1.11222473;0.88789990;1.11224005;0.88791742;1.11225939;0.88793958;1.11228379;0.88796762;1.11231457;0.88800311;1.11235340;0.88804804;1.11240237;0.88810492;1.11246412;0.88817697;1.11254196;0.88826827;1.11264009;0.88838400;1.11276376;0.88853078;1.11291960;0.88871701;1.11311596;0.88895347;1.11336340;0.88925390;1.11367522;0.88963593;1.11406832;0.89012219;1.11456419;0.89074184;1.11519033;0.89153259;1.11598219;0.89254353;1.11698603;0.89383899;1.11826311;0.89550428;1.11989634;0.89765441;1.12200133;0.90044841;1.12474614;0.90411494;1.12838993;0.90900407;1.13336852;0.91571062;1.14052008;0.92544705;1.15188187;0.94175951;1.17596591
1.000;0.82403409;1.05824049;0.84811813;1.07455295;0.85947992;1.08428938;0.86663148;1.09099593;0.87161007;1.09588506;0.87525386;1.09955159;0.87799867;1.10234559;0.88010366;1.10449572;0.88173689;1.10616101;0.88301397;1.10745647;0.88401781;1.10846741;0.88480967;1.10925816;0.88543581;1.10987781;0.88593168;1.11036407;0.88632478;1.11074610;0.88663660;1.11104653;0.88688404;1.11128299;0.88708040;1.11146922;0.88723624;1.11161600;0.88735991;1.11173173;0.88745804;1.11182303;0.88753588;1.11189508;0.88759763;1.11195197;0.88764660;1.11199689;0.88768543;1.11203238;0.88771621;1.11206042;0.88774061;1.11208258;0.88775995;1.11210010;0.88777527;1.11211395;0.88778741;1.11212490;0.88779703;1.11213356;0.88780465;1.11214042;0.88781069;1.11214584;0.88781547;1.11215012;0.88781925;1.11215352;0.88782225;1.11215620;0.88782463;1.11215833;0.88782651;1.11216001;0.88782801;1.11216135;0.88782919;1.11216240;0.88783013;1.11216325;0.88783088;1.11216392;0.88783148;1.11216445;0.88783196;1.11216488;0.88783234;1.11216523;0.88783266;1.11216552;0.88783292;1.11216580;0.88783358;1.11217128;0.88789118;1.11276101;0.89135007;1.11516400;0.88483600;1.10864993;0.88723899;1.11210882;0.88782872;1.11216642;0.88783420;1.11216708;0.88783448;1.11216734;0.88783477;1.11216766;0.88783512;1.11216804;0.88783555;1.11216852;0.88783608;1.11216912;0.88783675;1.11216987;0.88783760;1.11217081;0.88783865;1.11217199;0.88783999;1.11217349;0.88784167;1.11217537;0.88784380;1.11217775;0.88784648;1.11218075;0.88784988;1.11218453;0.88785416;1.11218931;0.88785958;1.11219535;0.88786644;1.11220297;0.88787510;1.11221259;0.88788605;1.11222473;0.88789990;1.11224005;0.88791742;1.11225939;0.88793958;1.11228379;0.88796762;1.11231457;0.88800311;1.11235340;0.88804803;1.11240237;0.88810492;1.11246412;0.88817697;1.11254196;0.88826827;1.11264009;0.88838400;1.11276376;0.88853078;1.11291960;0.88871701;1.11311596;0.88895347;1.11336340;0.88925390;1.11367522;0.88963593;1.11406832;0.89012219;1.11456419;0.89074184;1.11519033;0.89153259;1.11598219;0.89254353;1.11698603;0.89383899;1.11826311;0.89550428;1.11989634;0.89765441;1.12200133;0.90044841;1.12474614;0.90411494;1.12838993;0.90900407;1.13336852;0.91571062;1.14052008;0.92544705;1.15188187;0.94175951;1.17596591
1.500;0.82403409;1.05824049;0.84811813;1.07455295;0.85947992;1.08428938;0.86663148;1.09099593;0.87161007;1.09588506;0.87525386;1.09955159;0.87799867;1.10234559;0.88010366;1.10449572;0.88173689;1.10616101;0.88301397;1.10745647;0.88401781;1.10846740;0.88480967;1.10925816;0.88543581;1.10987781;0.88593168;1.11036407;0.88632478;1.11074610;0.88663660;1.11104653;0.88688404;1.11128299;0.88708040;1.11146922;0.88723624;1.11161600;0.88735991;1.11173173;0.88745804;1.11182303;0.88753588;1.11189508;0.88759763;1.11195196;0.88764660;1.11199689;0.88768543;1.11203238;0.88771621;1.11206042;0.88774061;1.11208258;0.88775995;1.11210010;0.88777527;1.11211395;0.88778741;1.11212490;0.88779703;1.11213356;0.88780465;1.11214041;0.88781069;1.11214583;0.88781547;1.11215012;0.88781926;1.11215352;0.88782226;1.11215620;0.88782463;1.11215833;0.88782651;1.11216001;0.88782801;1.11216135;0.88782919;1.11216240;0.88783013;1.11216325;0.88783088;1.11216391;0.88783148;1.11216445;0.88783196;1.11216488;0.88783234;1.11216523;0.88783266;1.11216554;0.88783314;1.11216785;0.88785002;1.11230878;0.88888117;1.11757623;0.89431262;1.11361039;0.88638961;1.10568738;0.88242377;1.11111883;0.88769122;1.11214998;0.88783215;1.11216686;0.88783446;1.11216734;0.88783477;1.11216766;0.88783512;1.11216804;0.88783555;1.11216852;0.88783609;1.11216912;0.88783675;1.11216987;0.88783760;1.11217081;0.88783865;1.11217199;0.88783999;1.11217349;0.88784167;1.11217537;0.88784380;1.11217774;0.88784648;1.11218074;0.88784988;1.11218453;0.88785417;1.11218931;0.88785959;1.11219535;0.88786644;1.11220297;0.88787510;1.11221259;0.88788605;1.11222473;0.88789990;1.11224005;0.88791742;1.11225939;0.88793958;1.11228379;0.88796762;1.11231457;0.88800311;1.11235340;0.88804804;1.11240237;0.88810492;1.11246412;0.88817697;1.11254196;0.88826827;1.11264009;0.88838400;1.11276376;0.88853078;1.11291960;0.88871701;1.11311596;0.88895347;1.11336340;0.88925390;1.11367522;0.88963593;1.11406832;0.89012219;1.11456419;0.89074184;1.11519033;0.89153260;1.11598219;0.89254353;1.11698603;0.89383899;1.11826311;0.89550428;1.11989634;0.89765441;1.12200133;0.90044841;1.12474614;0.90411494;1.12838993;0.90900407;1.13336852;0.91571062;1.14052008;0.92544705;1.15188187;0.94175951;1.17596591
2.000;0.82403409;1.05824049;0.84811813;1.07455295;0.85947992;1.08428938;0.86663148;1.09099593;0.87161007;1.09588506;0.87525386;1.09955159;0.87799867;1.10234559;0.88010366;1.10449572;0.88173689;1.10616101;0.88301397;1.10745647;0.88401781;1.10846740;0.88480967;1.10925816;0.88543581;1.10987781;0.88593168;1.11036406;0.88632478;1.11074609;0.88663661;1.11104653;0.88688404;1.11128298;0.88708040;1.11146922;0.88723624;1.11161599;0.88735991;1.11173173;0.88745804;1.11182302;0.88753589;1.11189508;0.88759763;1.11195196;0.88764660;1.11199689;0.88768543;1.11203237;0.88771622;1.11206042;0.88774061;1.11208258;0.88775995;1.11210010;0.88777528;1.11211395;0.88778742;1.11212490;0.88779704;1.11213356;0.88780466;1.11214041;0.88781069;1.11214583;0.88781547;1.11215012;0.88781926;1.11215351;0.88782226;1.11215620;0.88782463;1.11215832;0.88782652;1.11216001;0.88782801;1.11216134;0.88782919;1.11216240;0.88783014;1.11216324;0.88783088;1.11216391;0.88783148;1.11216445;0.88783196;1.11216488;0.88783235;1.11216524;0.88783275;1.11216627;0.88783820;1.11220365;0.88808415;1.11373872;0.89491526;1.12224874;0.89288010;1.11296353;0.88703647;1.10711990;0.87775126;1.10508474;0.88626128;1.11191585;0.88779635;1.11216180;0.88783373;1.11216725;0.88783476;1.11216765;0.88783512;1.11216804;0.88783555;1.11216852;0.88783609;1.11216912;0.88783676;1.11216986;0.88783760;1.11217081;0.88783866;1.11217199;0.88783999;1.11217348;0.88784168;1.11217537;0.88784380;1.11217774;0.88784649;1.11218074;0.88784988;1.11218453;0.88785417;1.11218931;0.88785959;1.11219534;0.88786644;1.11220296;0.88787510;1.11221258;0.88788605;1.11222472;0.88789990;1.11224005;0.88791742;1.11225939;0.88793958;1.11228378;0.88796763;1.11231457;0.88800311;1.11235340;0.88804804;1.11240237;0.88810492;1.11246411;0.88817698;1.11254196;0.88826827;1.11264009;0.88838401;1.11276376;0.88853078;1.11291960;0.88871702;1.11311596;0.88895347;1.11336339;0.88925391;1.11367522;0.88963594;1.11406832;0.89012219;1.11456419;0.89074184;1.11519033;0.89153260;1.11598219;0.89254353;1.11698603;0.89383899;1.11826311;0.89550428;1.11989634;0.89765441;1.12200133;0.90044841;1.12474614;0.90411494;1.12838993;0.90900407;1.13336852;0.91571062;1.14052008;0.92544705;1.15188187;0.94175951;1.17596591
2.500;0.82403409;1.05824049;0.84811813;1.07455295;0.85947992;1.08428938;0.86663148;1.09099593;0.87161007;1.09588506;0.87525386;1.09955159;0.87799867;1.10234559;0.88010366;1.10449572;0.88173689;1.10616101;0.88301397;1.10745647;0.88401781;1.10846741;0.88480967;1.10925816;0.88543580;1.10987781;0.88593168;1.11036407;0.88632478;1.11074610;0.88663660;1.11104653;0.88688403;1.11128299;0.88708040;1.11146923;0.88723624;1.11161600;0.88735990;1.11173173;0.88745803;1.11182303;0.88753588;1.11189509;0.88759763;1.11195197;0.88764660;1.11199689;0.88768542;1.11203238;0.88771621;1.11206042;0.88774061;1.11208259;0.88775994;1.11210010;0.88777527;1.11211396;0.88778741;1.11212491;0.88779703;1.11213357;0.88780465;1.11214042;0.88781068;1.11214584;0.88781546;1.11215013;0.88781925;1.11215352;0.88782225;1.11215621;0.88782463;1.11215833;0.88782651;1.11216002;0.88782800;1.11216135;0.88782919;1.11216241;0.88783013;1.11216325;0.88783087;1.11216392;0.88783147;1.11216446;0.88783195;1.11216489;0.88783237;1.11216550;0.88783434;1.11217649;0.88789871;1.11255570;0.88993860;1.12088368;0.90125890;1.12076724;0.89198015;1.11302590;0.88697410;1.10801985;0.87923276;1.09874110;0.87911632;1.11006140;0.88744430;1.11210129;0.88782351;1.11216566;0.88783450;1.11216763;0.88783511;1.11216805;0.88783554;1.11216853;0.88783608;1.11216913;0.88783675;1.11216987;0.88783759;1.11217081;0.88783865;1.11217200;0.88783998;1.11217349;0.88784167;1.11217537;0.88784379;1.11217775;0.88784648;1.11218075;0.88784987;1.11218454;0.88785416;1.11218932;0.88785958;1.11219535;0.88786643;1.11220297;0.88787509;1.11221259;0.88788604;1.11222473;0.88789990;1.11224006;0.88791741;1.11225939;0.88793958;1.11228379;0.88796762;1.11231458;0.88800311;1.11235340;0.88804803;1.11240237;0.88810492;1.11246412;0.88817697;1.11254197;0.88826827;1.11264010;0.88838400;1.11276376;0.88853077;1.11291960;0.88871701;1.11311597;0.88895347;1.11336340;0.88925390;1.11367522;0.88963593;1.11406832;0.89012219;1.11456420;0.89074184;1.11519033;0.89153259;1.11598219;0.89254353;1.11698603;0.89383899;1.11826311;0.89550427;1.11989634;0.89765441;1.12200133;0.90044841;1.12474614;0.90411494;1.12838993;0.90900407;1.13336852;0.91571062;1.14052008;0.92544705;1.15188187;0.94175951;1.17596591
3.000;0.82403409;1.05824049;0.84811813;1.07455295;0.85947992;1.08428938;0.86663148;1.09099593;0.87161007;1.09588506;0.87525387;1.09955159;0.87799867;1.10234559;0.88010366;1.10449572;0.88173689;1.10616101;0.88301397;1.10745648;0.88401780;1.10846742;0.88480965;1.10925818;0.88543579;1.10987783;0.88593166;1.11036409;0.88632476;1.11074612;0.88663658;1.11104655;0.88688402;1.11128301;0.88708038;1.11146925;0.88723622;1.11161602;0.88735989;1.11173175;0.88745801;1.11182305;0.88753586;1.11189510;0.88759761;1.11195199;0.88764658;1.11199691;0.88768541;1.11203240;0.88771619;1.11206044;0.88774059;1.11208261;0.88775992;1.11210012;0.88777525;1.11211398;0.88778739;1.11212493;0.88779701;1.11213359;0.88780463;1.11214044;0.88781066;1.11214586;0.88781544;1.11215015;0.88781923;1.11215354;0.88782223;1.11215623;0.88782461;1.11215835;0.88782649;1.11216004;0.88782798;1.11216137;0.88782917;1.11216243;0.88783011;1.11216327;0.88783086;1.11216394;0.88783145;1.11216448;0.88783195;1.11216500;0.88783287;1.11216858;0.88785130;1.11226914;0.88837744;1.11483133;0.89816231;1.12848293;0.90076067;1.11813228;0.89291900;1.11256879;0.88743121;1.10708100;0.88186772;1.09923933;0.87151707;1.10183769;0.88516867;1.11162256;0.88773086;1.11214870;0.88783142;1.11216713;0.88783500;1.11216806;0.88783552;1.11216855;0.88783606;1.11216914;0.88783673;1.11216989;0.88783757;1.11217083;0.88783863;1.11217202;0.88783996;1.11217351;0.88784165;1.11217539;0.88784377;1.11217777;0.88784646;1.11218077;0.88784985;1.11218456;0.88785414;1.11218934;0.88785956;1.11219537;0.88786641;1.11220299;0.88787507;1.11221261;0.88788603;1.11222475;0.88789988;1.11224008;0.88791739;1.11225941;0.88793956;1.11228381;0.88796760;1.11231459;0.88800309;1.11235342;0.88804801;1.11240239;0.88810490;1.11246414;0.88817695;1.11254199;0.88826825;1.11264011;0.88838398;1.11276378;0.88853075;1.11291962;0.88871699;1.11311598;0.88895345;1.11336342;0.88925388;1.11367524;0.88963591;1.11406834;0.89012217;1.11456421;0.89074182;1.11519035;0.89153258;1.11598220;0.89254352;1.11698604;0.89383898;1.11826311;0.89550428;1.11989634;0.89765441;1.12200133;0.90044841;1.12474613;0.90411494;1.12838993;0.90900407;1.13336852;0.91571062;1.14052008;0.92544705;1.15188187;0.94175951;1.17596591
3.500;0.82403409;1.05824049;0.84811813;1.07455295;0.85947992;1.08428938;0.86663148;1.09099593;0.87161007;1.09588506;0.87525387;1.09955158;0.87799868;1.10234558;0.88010367;1.10449571;0.88173690;1.10616100;0.88301398;1.10745645;0.88401782;1.10846740;0.88480968;1.10925816;0.88543580;1.10987781;0.88593167;1.11036407;0.88632477;1.11074610;0.88663660;1.11104654;0.88688403;1.11128299;0.88708040;1.11146923;0.88723624;1.11161600;0.88735991;1.11173172;0.88745804;1.11182302;0.88753589;1.11189507;0.88759764;1.11195196;0.88764661;1.11199688;0.88768543;1.11203237;0.88771622;1.11206041;0.88774062;1.11208257;0.88775995;1.11210009;0.88777528;1.11211395;0.88778742;1.11212490;0.88779704;1.11213356;0.88780466;1.11214041;0.88781069;1.11214583;0.88781547;1.11215012;0.88781926;1.11215351;0.88782226;1.11215620;0.88782464;1.11215832;0.88782652;1.11216000;0.88782801;1.11216134;0.88782920;1.11216240;0.88783014;1.11216324;0.88783089;1.11216391;0.88783149;1.11216448;0.88783215;1.11216592;0.88783793;1.11219463;0.88798087;1.11288302;0.89108625;1.12393241;0.90742250;1.12792423;0.89839971;1.11743080;0.89371477;1.11218542;0.88781458;1.10628523;0.88256920;1.10160029;0.87207577;1.09257750;0.87606759;1.10891375;0.88711698;1.11201913;0.88780537;1.11216207;0.88783408;1.11216785;0.88783552;1.11216851;0.88783609;1.11216911;0.88783676;1.11216986;0.88783760;1.11217080;0.88783866;1.11217199;0.88784000;1.11217348;0.88784168;1.11217536;0.88784380;1.11217774;0.88784649;1.11218074;0.88784988;1.11218453;0.88785417;1.11218931;0.88785959;1.11219534;0.88786644;1.11220296;0.88787510;1.11221258;0.88788606;1.11222472;0.88789991;1.11224005;0.88791742;1.11225938;0.88793959;1.11228378;0.88796763;1.11231456;0.88800312;1.11235339;0.88804804;1.11240236;0.88810493;1.11246411;0.88817698;1.11254196;0.88826828;1.11264009;0.88838401;1.11276376;0.88853077;1.11291960;0.88871701;1.11311597;0.88895346;1.11336340;0.88925390;1.11367523;0.88963593;1.11406833;0.89012219;1.11456420;0.89074184;1.11519033;0.89153260;1.11598218;0.89254355;1.11698601;0.89383900;1.11826310;0.89550429;1.11989633;0.89765442;1.12200132;0.90044842;1.12474613;0.90411494;1.12838993;0.90900407;1.13336852;0.91571062;1.14052008;0.92544705;1.15188187;0.94175951;1.17596591
4.000;0.82403409;1.05824049;0.84811813;1.07455295;0.85947992;1.08428938;0.86663148;1.09099593;0.87161007;1.09588507;0.87525386;1.09955159;0.87799867;1.10234559;0.88010367;1.10449571;0.88173691;1.10616099;0.88301400;1.10745643;0.88401786;1.10846735;0.88480973;1.10925810;0.88543587;1.10987775;0.88593174;1.11036401;0.88632484;1.11074604;0.88663666;1.11104647;0.88688409;1.11128293;0.88708047;1.11146916;0.88723631;1.11161592;0.88735999;1.11173165;0.88745811;1.11182295;0.88753596;1.11189500;0.88759771;1.11195189;0.88764668;1.11199681;0.88768551;1.11203230;0.88771629;1.11206034;0.88774069;1.11208250;0.88776003;1.11210002;0.88777535;1.11211387;0.88778750;1.11212482;0.88779712;1.11213348;0.88780473;1.11214033;0.88781077;1.11214576;0.88781555;1.11215004;0.88781933;1.11215344;0.88782233;1.11215612;0.88782471;1.11215825;0.88782659;1.11215993;0.88782809;1.11216127;0.88782927;1.11216232;0.88783021;1.11216317;0.88783096;1.11216385;0.88783162;1.11216471;0.88783376;1.11217355;0.88787500;1.11236549;0.88874287;1.11597862;0.90121186;1.13405349;0.90845513;1.12356726;0.89865403;1.11687642;0.89448249;1.11135615;0.88864385;1.10551751;0.88312358;1.10134597;0.87643274;1.09154487;0.86594651;1.09878814;0.88402138;1.11125713;0.88763451;1.11212500;0.88782645;1.11216623;0.88783529;1.11216838;0.88783615;1.11216904;0.88783683;1.11216979;0.88783768;1.11217073;0.88783873;1.11217191;0.88784007;1.11217341;0.88784175;1.11217529;0.88784388;1.11217766;0.88784656;1.11218067;0.88784996;1.11218445;0.88785425;1.11218923;0.88785967;1.11219527;0.88786652;1.11220289;0.88787518;1.11221251;0.88788613;1.11222465;0.88789998;1.11223997;0.88791750;1.11225931;0.88793966;1.11228371;0.88796770;1.11231449;0.88800319;1.11235332;0.88804811;1.11240229;0.88810500;1.11246404;0.88817705;1.11254189;0.88826835;1.11264002;0.88838408;1.11276369;0.88853084;1.11291954;0.88871707;1.11311590;0.88895353;1.11336334;0.88925396;1.11367516;0.88963599;1.11406826;0.89012225;1.11456413;0.89074190;1.11519026;0.89153266;1.11598214;0.89254358;1.11698599;0.89383902;1.11826309;0.89550429;1.11989633;0.89765442;1.12200133;0.90044841;1.12474614;0.90411493;1.12838993;0.90900407;1.13336852;0.91571062;1.14052008;0.92544705;1.15188187;0.94175951;1.17596591
4.500;0.82403409;1.05824049;0.84811813;1.07455295;0.85947992;1.08428938;0.86663147;1.09099593;0.87161007;1.09588507;0.87525385;1.09955160;0.87799865;1.10234561;0.88010364;1.10449574;0.88173687;1.10616103;0.88301396;1.10745647;0.88401782;1.10846738;0.88480972;1.10925810;0.88543587;1.10987774;0.88593175;1.11036399;0.88632485;1.11074602;0.88663668;1.11104645;0.88688411;1.11128292;0.88708047;1.11146916;0.88723630;1.11161594;0.88735996;1.11173168;0.88745808;1.11182298;0.88753593;1.11189503;0.88759768;1.11195192;0.88764665;1.11199684;0.88768548;1.11203233;0.88771626;1.11206037;0.88774066;1.11208253;0.88776000;1.11210005;0.88777532;1.11211390;0.88778747;1.11212484;0.88779709;1.11213350;0.88780471;1.11214036;0.88781074;1.11214578;0.88781552;1.11215007;0.88781931;1.11215346;0.88782231;1.11215615;0.88782468;1.11215828;0.88782656;1.11215996;0.88782805;1.11216130;0.88782924;1.11216236;0.88783018;1.11216320;0.88783095;1.11216398;0.88783208;1.11216710;0.88784476;1.11222325;0.88809362;1.11326826;0.89228203;1.12678908;0.91305591;1.13468669;0.90533712;1.12102702;0.90021475;1.11558288;0.89575359;1.10954072;0.89045928;1.10424641;0.88441712;1.09978525;0.87897298;1.09466288;0.86531331;1.08694409;0.87321092;1.10771797;0.88673174;1.11190638;0.88777675;1.11215524;0.88783289;1.11216792;0.88783602;1.11216905;0.88783680;1.11216982;0.88783764;1.11217076;0.88783870;1.11217195;0.88784004;1.11217344;0.88784172;1.11217532;0.88784385;1.11217769;0.88784654;1.11218069;0.88784993;1.11218448;0.88785422;1.11218926;0.88785964;1.11219530;0.88786649;1.11220292;0.88787515;1.11221254;0.88788610;1.11222468;0.88789995;1.11224000;0.88791747;1.11225934;0.88793963;1.11228374;0.88796767;1.11231452;0.88800316;1.11235335;0.88804808;1.11240232;0.88810497;1.11246407;0.88817702;1.11254192;0.88826832;1.11264004;0.88838406;1.11276370;0.88853084;1.11291953;0.88871708;1.11311589;0.88895355;1.11336332;0.88925398;1.11367514;0.88963601;1.11406825;0.89012227;1.11456412;0.89074190;1.11519028;0.89153263;1.11598217;0.89254354;1.11698604;0.89383898;1.11826313;0.89550426;1.11989636;0.89765439;1.12200135;0.90044839;1.12474615;0.90411493;1.12838993;0.90900407;1.13336852;0.91571062;1.14052008;0.92544705;1.15188187;0.94175951;1.17596591
